Title: OGLE-2016-BLG-1003: First Resolved Caustic-crossing Binary-source 
       Event Discovered by Second-generation Microlensing Surveys  
Authors: Jung Y.K., Udalski A., Bond I.A., Yee J.C., Gould A., Han C., 
         Albrow M.D., Lee C.-U., Kim S.-L., Hwang K.-H., Chung S.-J., Ryu Y.-H.,
         Shin I.-G., Zhu W., Cha S.-M., Kim D.-J., Lee Y., Park B.-G., 
         Kim H.-W., Pogge R.W., Skowron J., Szymanski M.K., Poleski R., Mroz P.,
         Kozlowski S., Pietrukowicz P., Soszynski I., Ulaczyk K., Pawlak M., 
         Abe F., Bennett D.P., Barry R., Sumi T., Asakura Y., Bhattacharya A., 
         Donachie M., Fukui A., Hirao Y., Itow Y., Koshimoto N., Li M.C.A., 
         Ling C.H., Masuda K., Matsubara Y., Muraki Y., Nagakane M., 
         Rattenbury N.J., Evans P., Sharan A., Sullivan D.J., Suzuki D., 
         Tristram P.J., Yamada T., Yamada T., Yonehara A.
Figure: Light curve of OGLE-2016-BLG-1003
================================================================================
Byte-by-byte Description of file: dbf1.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---     Obs     Observatory identifier
   6-  6 A1     ---     Filter  Filter used
   8- 18 F11.6  d       HJD     Heliocentric Julian Date; - 2450000
  20- 28 F9.6   mag     mag     Apparent magnitude in Filter
  30- 37 F8.6   mag   e_mag     Uncertainty in mag
--------------------------------------------------------------------------------
OGLE I 6798.817420 19.975000 0.217000 
OGLE I 6798.862140 20.038000 0.232000 
OGLE I 6799.783050 19.721000 0.162000 
OGLE I 6799.857570 19.505000 0.141000 
OGLE I 6799.915330 19.406000 0.118000 
OGLE I 6803.690770 19.435000 0.067000 
OGLE I 6803.739030 19.761000 0.065000 
OGLE I 6803.789330 19.567000 0.062000 
OGLE I 6803.837610 19.447000 0.067000 
OGLE I 6803.879160 19.650000 0.081000 
OGLE I 6803.917180 19.530000 0.078000 
OGLE I 6804.571690 20.025000 0.178000 
OGLE I 6804.615720 19.648000 0.075000 
OGLE I 6804.664020 19.729000 0.078000 
OGLE I 6804.717500 19.647000 0.062000 
OGLE I 6804.766370 19.508000 0.069000 
OGLE I 6804.821460 19.848000 0.108000 
OGLE I 6804.865940 19.756000 0.093000 
OGLE I 6804.907540 19.574000 0.107000 
OGLE I 6805.619360 19.734000 0.104000 
OGLE I 6805.669010 19.730000 0.116000 
OGLE I 6805.715560 19.482000 0.072000 
OGLE I 6805.782990 19.453000 0.071000 
OGLE I 6805.826780 19.547000 0.088000 
OGLE I 6805.870240 19.656000 0.118000 
OGLE I 6806.849130 19.679000 0.100000 
OGLE I 6806.896110 19.473000 0.112000 
OGLE I 6807.636470 19.838000 0.152000 
OGLE I 6807.697960 19.878000 0.144000 
OGLE I 6807.747820 19.708000 0.123000 
OGLE I 6807.795180 19.668000 0.103000 
OGLE I 6807.839960 19.812000 0.124000 
OGLE I 6807.883870 19.717000 0.133000 
OGLE I 6808.597380 19.868000 0.137000 
OGLE I 6808.643230 19.716000 0.097000 
OGLE I 6808.689880 19.584000 0.064000 
OGLE I 6808.757420 19.596000 0.063000 
OGLE I 6808.802800 19.780000 0.087000 
OGLE I 6808.848300 19.559000 0.073000 
OGLE I 6808.892620 19.787000 0.093000 
OGLE I 6808.931960 19.587000 0.125000 
OGLE I 6809.587930 19.852000 0.092000 
OGLE I 6809.646250 19.591000 0.062000 
OGLE I 6809.703750 19.626000 0.045000 
OGLE I 6809.816840 19.599000 0.074000 
OGLE I 6809.871170 19.565000 0.095000 
OGLE I 6809.913180 19.601000 0.114000 
OGLE I 6810.583700 19.700000 0.102000 
OGLE I 6810.630890 19.504000 0.072000 
OGLE I 6810.676630 19.616000 0.074000 
OGLE I 6810.733360 19.621000 0.064000 
OGLE I 6810.788720 19.688000 0.071000 
OGLE I 6810.842750 19.734000 0.089000 
OGLE I 6810.888080 19.816000 0.112000 
OGLE I 6810.928420 19.489000 0.125000 
OGLE I 6811.582580 19.558000 0.116000 
OGLE I 6811.626770 19.470000 0.090000 
OGLE I 6811.674120 19.505000 0.074000 
OGLE I 6811.792580 19.837000 0.112000 
OGLE I 6811.838790 19.859000 0.119000 
OGLE I 6811.887240 19.647000 0.122000 
OGLE I 6811.928600 19.821000 0.228000 
OGLE I 6813.619460 19.406000 0.107000 
OGLE I 6813.720880 19.509000 0.068000 
OGLE I 6813.885820 19.749000 0.107000 
OGLE I 6813.927860 19.679000 0.120000 
OGLE I 6814.614830 19.841000 0.118000 
OGLE I 6814.673460 19.638000 0.060000 
OGLE I 6814.750990 19.626000 0.064000 
OGLE I 6814.796420 19.752000 0.089000 
OGLE I 6814.840730 19.621000 0.089000 
OGLE I 6814.886440 19.735000 0.124000 
OGLE I 6815.595580 19.496000 0.094000 
OGLE I 6815.642450 19.982000 0.139000 
OGLE I 6815.690440 19.674000 0.089000 
OGLE I 6815.769120 19.525000 0.076000 
OGLE I 6815.822720 19.615000 0.080000 
OGLE I 6815.873290 19.588000 0.077000 
OGLE I 6815.917980 19.734000 0.115000 
OGLE I 6816.583970 19.991000 0.171000 
OGLE I 6816.646020 19.982000 0.149000 
OGLE I 6816.711810 19.559000 0.087000 
OGLE I 6816.768000 19.692000 0.098000 
OGLE I 6816.822550 19.696000 0.089000 
OGLE I 6816.872360 19.475000 0.089000 
OGLE I 6817.586960 19.476000 0.095000 
OGLE I 6817.634140 19.697000 0.087000 
OGLE I 6817.683430 19.505000 0.085000 
OGLE I 6817.733930 19.533000 0.084000 
OGLE I 6817.778850 19.472000 0.079000 
OGLE I 6817.832580 20.000000 0.153000 
OGLE I 6817.886300 19.425000 0.106000 
OGLE I 6818.573070 19.651000 0.094000 
OGLE I 6818.853910 19.724000 0.158000 
OGLE I 6819.603910 19.547000 0.113000 
OGLE I 6819.641230 19.532000 0.114000 
OGLE I 6819.681010 19.662000 0.103000 
OGLE I 6819.730820 19.671000 0.123000 
OGLE I 6819.770680 19.584000 0.117000 
OGLE I 6819.820960 19.772000 0.192000 
OGLE I 6819.866170 19.567000 0.162000 
OGLE I 6823.700640 19.653000 0.118000 
OGLE I 6823.739110 19.678000 0.093000 
OGLE I 6823.785070 19.567000 0.083000 
OGLE I 6823.830050 19.569000 0.096000 
OGLE I 6823.871040 19.680000 0.112000 
OGLE I 6824.545490 19.376000 0.106000 
OGLE I 6824.593790 19.624000 0.136000 
OGLE I 6824.646620 19.502000 0.113000 
OGLE I 6824.697750 19.686000 0.102000 
OGLE I 6824.765820 19.894000 0.112000 
OGLE I 6824.810530 19.636000 0.104000 
OGLE I 6824.855410 19.890000 0.148000 
OGLE I 6825.562430 19.807000 0.097000 
OGLE I 6825.606220 19.781000 0.097000 
OGLE I 6825.650860 19.635000 0.079000 
OGLE I 6825.707370 19.748000 0.088000 
OGLE I 6825.763270 19.570000 0.075000 
OGLE I 6825.808050 19.553000 0.089000 
OGLE I 6825.852830 19.426000 0.114000 
OGLE I 6826.529400 19.937000 0.148000 
OGLE I 6826.574550 19.757000 0.115000 
OGLE I 6826.618190 19.815000 0.106000 
OGLE I 6826.662620 19.540000 0.065000 
OGLE I 6826.775110 19.871000 0.102000 
OGLE I 6826.832440 19.626000 0.093000 
OGLE I 6826.885100 19.668000 0.114000 
OGLE I 6827.544720 19.687000 0.086000 
OGLE I 6827.589620 19.838000 0.095000 
OGLE I 6827.634680 19.675000 0.072000 
OGLE I 6827.702650 19.763000 0.077000 
OGLE I 6827.769290 19.490000 0.061000 
OGLE I 6827.814280 19.701000 0.093000 
OGLE I 6827.858850 19.522000 0.091000 
OGLE I 6828.544240 19.672000 0.100000 
OGLE I 6828.590120 19.567000 0.066000 
OGLE I 6828.635640 19.647000 0.066000 
OGLE I 6828.691570 19.703000 0.072000 
OGLE I 6828.760400 19.707000 0.075000 
OGLE I 6828.813880 19.896000 0.097000 
OGLE I 6829.544000 19.673000 0.117000 
OGLE I 6829.588510 19.490000 0.101000 
OGLE I 6829.642530 19.698000 0.100000 
OGLE I 6829.744210 19.455000 0.078000 
OGLE I 6829.788340 19.746000 0.096000 
OGLE I 6829.831720 20.031000 0.136000 
OGLE I 6830.549020 19.514000 0.090000 
OGLE I 6830.596140 19.501000 0.076000 
OGLE I 6830.649990 19.654000 0.055000 
OGLE I 6830.707940 19.729000 0.056000 
OGLE I 6830.752910 19.473000 0.055000 
OGLE I 6830.797050 19.815000 0.090000 
OGLE I 6830.848960 19.703000 0.085000 
OGLE I 6831.527500 19.719000 0.075000 
OGLE I 6831.615630 19.549000 0.053000 
OGLE I 6831.659200 19.605000 0.056000 
OGLE I 6831.727920 19.693000 0.068000 
OGLE I 6831.772660 19.672000 0.077000 
OGLE I 6831.821550 19.545000 0.080000 
OGLE I 6831.863300 19.399000 0.112000 
OGLE I 6832.520710 19.659000 0.083000 
OGLE I 6832.730440 19.436000 0.063000 
OGLE I 6832.775450 19.669000 0.101000 
OGLE I 6832.821020 19.397000 0.088000 
OGLE I 6833.525270 19.892000 0.160000 
OGLE I 6833.570590 19.518000 0.102000 
OGLE I 6833.620710 19.500000 0.084000 
OGLE I 6833.734210 19.728000 0.094000 
OGLE I 6833.778030 19.768000 0.110000 
OGLE I 6833.822180 19.476000 0.122000 
OGLE I 6833.861640 19.694000 0.174000 
OGLE I 6834.512170 19.478000 0.106000 
OGLE I 6834.557060 19.561000 0.089000 
OGLE I 6834.600630 19.601000 0.096000 
OGLE I 6834.710240 19.716000 0.083000 
OGLE I 6834.754890 19.819000 0.102000 
OGLE I 6834.799260 19.786000 0.170000 
OGLE I 6835.534240 19.843000 0.138000 
OGLE I 6835.579750 19.631000 0.093000 
OGLE I 6835.688780 19.704000 0.097000 
OGLE I 6835.733040 19.484000 0.071000 
OGLE I 6835.777310 19.665000 0.106000 
OGLE I 6835.821410 19.552000 0.107000 
OGLE I 6835.862990 19.917000 0.173000 
OGLE I 6836.532320 19.837000 0.173000 
OGLE I 6836.589360 19.850000 0.146000 
OGLE I 6836.629730 19.690000 0.097000 
OGLE I 6836.736720 19.719000 0.140000 
OGLE I 6836.781110 19.405000 0.098000 
OGLE I 6836.825200 19.659000 0.109000 
OGLE I 6837.492440 19.539000 0.080000 
OGLE I 6837.536260 19.847000 0.088000 
OGLE I 6837.579550 19.518000 0.061000 
OGLE I 6837.622940 19.499000 0.060000 
OGLE I 6837.688080 19.764000 0.083000 
OGLE I 6837.731630 19.506000 0.071000 
OGLE I 6837.820120 19.515000 0.097000 
OGLE I 6837.856650 19.804000 0.146000 
OGLE I 6838.562960 19.361000 0.088000 
OGLE I 6838.608180 19.468000 0.068000 
OGLE I 6838.761500 19.566000 0.084000 
OGLE I 6838.805750 19.472000 0.086000 
OGLE I 6838.845960 19.958000 0.198000 
OGLE I 6839.515020 19.538000 0.073000 
OGLE I 6839.561430 19.617000 0.086000 
OGLE I 6839.651270 19.689000 0.080000 
OGLE I 6839.718700 19.614000 0.099000 
OGLE I 6839.762590 19.512000 0.091000 
OGLE I 6839.807490 19.512000 0.099000 
OGLE I 6839.844500 19.348000 0.107000 
OGLE I 6840.545170 19.925000 0.169000 
OGLE I 6840.709580 19.693000 0.150000 
OGLE I 6840.753090 19.605000 0.078000 
OGLE I 6840.796900 19.797000 0.137000 
OGLE I 6841.536350 19.481000 0.079000 
OGLE I 6841.591170 19.583000 0.064000 
OGLE I 6841.702660 19.900000 0.111000 
OGLE I 6841.745760 19.928000 0.118000 
OGLE I 6841.790000 19.806000 0.131000 
OGLE I 6841.829710 19.399000 0.109000 
OGLE I 6842.562480 19.644000 0.113000 
OGLE I 6842.605770 19.391000 0.076000 
OGLE I 6842.714600 19.724000 0.103000 
OGLE I 6842.760190 19.858000 0.115000 
OGLE I 6842.803890 19.597000 0.119000 
OGLE I 6844.473700 20.048000 0.198000 
OGLE I 6844.517250 19.669000 0.091000 
OGLE I 6844.562080 19.725000 0.081000 
OGLE I 6844.605640 19.547000 0.068000 
OGLE I 6844.663590 19.676000 0.075000 
OGLE I 6844.719910 19.762000 0.092000 
OGLE I 6844.765370 19.908000 0.111000 
OGLE I 6844.808760 19.397000 0.087000 
OGLE I 6844.845550 19.363000 0.113000 
OGLE I 6845.480370 19.667000 0.105000 
OGLE I 6845.523650 19.526000 0.066000 
OGLE I 6845.566710 19.712000 0.080000 
OGLE I 6845.609860 19.588000 0.072000 
OGLE I 6845.663890 19.668000 0.064000 
OGLE I 6845.717650 19.521000 0.068000 
OGLE I 6845.761550 19.551000 0.076000 
OGLE I 6845.805860 19.448000 0.077000 
OGLE I 6846.813400 19.666000 0.100000 
OGLE I 6847.495100 19.735000 0.136000 
OGLE I 6847.532330 19.641000 0.093000 
OGLE I 6847.571140 19.622000 0.088000 
OGLE I 6847.608210 19.696000 0.081000 
OGLE I 6847.649840 19.669000 0.104000 
OGLE I 6847.688720 19.512000 0.095000 
OGLE I 6847.726180 19.584000 0.082000 
OGLE I 6847.763360 19.485000 0.087000 
OGLE I 6847.800670 19.721000 0.133000 
OGLE I 6850.627550 19.491000 0.103000 
OGLE I 6850.649980 19.708000 0.150000 
OGLE I 6851.499730 20.045000 0.160000 
OGLE I 6851.549520 19.672000 0.097000 
OGLE I 6851.596050 19.489000 0.080000 
OGLE I 6851.645570 19.666000 0.093000 
OGLE I 6851.691820 19.457000 0.080000 
OGLE I 6851.738570 19.759000 0.149000 
OGLE I 6852.476740 19.692000 0.156000 
OGLE I 6852.524770 20.153000 0.225000 
OGLE I 6852.631360 19.516000 0.105000 
OGLE I 6852.692190 19.581000 0.154000 
OGLE I 6852.742490 20.158000 0.231000 
OGLE I 6853.746530 19.650000 0.159000 
OGLE I 6854.506360 19.535000 0.071000 
OGLE I 6854.514520 19.974000 0.120000 
OGLE I 6854.530560 19.663000 0.075000 
OGLE I 6854.547630 19.494000 0.052000 
OGLE I 6854.675790 19.431000 0.064000 
OGLE I 6855.470080 19.666000 0.115000 
OGLE I 6855.516040 19.677000 0.102000 
OGLE I 6855.563530 19.826000 0.115000 
OGLE I 6855.607620 19.544000 0.073000 
OGLE I 6855.674820 19.562000 0.066000 
OGLE I 6855.719280 19.553000 0.074000 
OGLE I 6855.800080 19.458000 0.079000 
OGLE I 6856.485440 19.515000 0.085000 
OGLE I 6856.530730 19.835000 0.093000 
OGLE I 6856.641330 19.621000 0.069000 
OGLE I 6856.775520 19.522000 0.087000 
OGLE I 6857.470120 19.528000 0.077000 
OGLE I 6857.514030 19.591000 0.072000 
OGLE I 6857.558610 19.575000 0.075000 
OGLE I 6857.613670 19.651000 0.059000 
OGLE I 6857.671670 19.570000 0.061000 
OGLE I 6857.715480 19.451000 0.057000 
OGLE I 6857.767040 19.478000 0.072000 
OGLE I 6858.469970 19.806000 0.089000 
OGLE I 6858.514250 19.577000 0.065000 
OGLE I 6858.558860 19.697000 0.065000 
OGLE I 6858.624250 19.538000 0.052000 
OGLE I 6858.670070 19.509000 0.057000 
OGLE I 6858.714400 19.564000 0.067000 
OGLE I 6858.760690 19.531000 0.078000 
OGLE I 6859.572770 19.342000 0.093000 
OGLE I 6859.632730 19.911000 0.109000 
OGLE I 6859.687270 19.607000 0.095000 
OGLE I 6859.737030 19.993000 0.155000 
OGLE I 6862.559190 19.723000 0.124000 
OGLE I 6862.626790 19.672000 0.096000 
OGLE I 6862.670680 19.565000 0.091000 
OGLE I 6862.717410 19.703000 0.105000 
OGLE I 6862.759340 19.431000 0.081000 
OGLE I 6863.484710 19.717000 0.085000 
OGLE I 6863.529280 19.670000 0.066000 
OGLE I 6863.599050 19.678000 0.059000 
OGLE I 6863.644570 19.673000 0.079000 
OGLE I 6863.689680 19.497000 0.064000 
OGLE I 6863.736980 19.512000 0.084000 
OGLE I 6863.774860 19.476000 0.085000 
OGLE I 6864.501370 19.484000 0.091000 
OGLE I 6864.546700 19.859000 0.121000 
OGLE I 6864.613140 19.511000 0.074000 
OGLE I 6864.658230 19.565000 0.070000 
OGLE I 6864.704220 19.426000 0.067000 
OGLE I 6865.545980 19.594000 0.077000 
OGLE I 6865.651310 19.606000 0.090000 
OGLE I 6867.642980 19.642000 0.093000 
OGLE I 6870.527450 19.418000 0.100000 
OGLE I 6870.671550 19.620000 0.084000 
OGLE I 6870.723070 19.693000 0.101000 
OGLE I 6871.537020 19.557000 0.076000 
OGLE I 6871.607550 19.533000 0.090000 
OGLE I 6872.514160 19.475000 0.094000 
OGLE I 6872.590660 19.868000 0.112000 
OGLE I 6872.647730 19.656000 0.085000 
OGLE I 6872.716150 19.416000 0.081000 
OGLE I 6873.497590 19.457000 0.113000 
OGLE I 6873.573650 19.782000 0.136000 
OGLE I 6874.552630 19.591000 0.107000 
OGLE I 6874.641140 19.489000 0.071000 
OGLE I 6878.573720 19.592000 0.174000 
OGLE I 6879.518720 19.417000 0.121000 
OGLE I 6879.578140 19.783000 0.178000 
OGLE I 6879.647080 19.611000 0.128000 
OGLE I 6879.709240 19.598000 0.155000 
OGLE I 6880.561170 19.589000 0.126000 
OGLE I 6880.620990 19.320000 0.118000 
OGLE I 6880.675260 19.830000 0.200000 
OGLE I 6880.721270 19.774000 0.190000 
OGLE I 6881.483140 19.509000 0.105000 
OGLE I 6881.556730 19.517000 0.100000 
OGLE I 6881.624770 19.698000 0.112000 
OGLE I 6881.694060 20.047000 0.191000 
OGLE I 6882.476430 19.725000 0.120000 
OGLE I 6882.625430 19.527000 0.067000 
OGLE I 6882.673880 19.586000 0.085000 
OGLE I 6882.722020 19.443000 0.090000 
OGLE I 6883.475970 19.649000 0.120000 
OGLE I 6883.509050 19.546000 0.085000 
OGLE I 6883.553710 19.425000 0.072000 
OGLE I 6883.597440 19.471000 0.079000 
OGLE I 6883.627660 19.513000 0.086000 
OGLE I 6883.649570 19.453000 0.101000 
OGLE I 6883.666440 19.744000 0.126000 
OGLE I 6883.683960 19.729000 0.131000 
OGLE I 6883.728770 19.632000 0.134000 
OGLE I 6884.677200 19.831000 0.108000 
OGLE I 6884.719540 19.700000 0.124000 
OGLE I 6885.489450 19.504000 0.085000 
OGLE I 6885.557560 19.630000 0.080000 
OGLE I 6885.603150 19.613000 0.069000 
OGLE I 6885.699060 19.630000 0.099000 
OGLE I 6886.474900 19.688000 0.139000 
OGLE I 6886.534010 19.497000 0.081000 
OGLE I 6886.591460 19.622000 0.068000 
OGLE I 6886.637750 19.465000 0.067000 
OGLE I 6886.683800 19.974000 0.177000 
OGLE I 6887.475240 19.868000 0.113000 
OGLE I 6887.541450 19.696000 0.086000 
OGLE I 6887.590730 19.656000 0.060000 
OGLE I 6887.637740 19.671000 0.079000 
OGLE I 6888.473320 19.643000 0.083000 
OGLE I 6888.539880 19.456000 0.057000 
OGLE I 6888.586190 19.518000 0.074000 
OGLE I 6888.637420 19.631000 0.085000 
OGLE I 6888.689000 19.539000 0.105000 
OGLE I 6889.489880 19.603000 0.082000 
OGLE I 6889.556520 19.656000 0.082000 
OGLE I 6889.603880 19.925000 0.117000 
OGLE I 6889.651130 19.761000 0.097000 
OGLE I 6890.500580 19.821000 0.106000 
OGLE I 6890.560270 19.545000 0.078000 
OGLE I 6890.606890 19.599000 0.084000 
OGLE I 6890.651500 19.420000 0.067000 
OGLE I 6890.693650 19.469000 0.104000 
OGLE I 6891.503420 19.705000 0.106000 
OGLE I 6891.562130 19.699000 0.081000 
OGLE I 6891.611160 19.610000 0.093000 
OGLE I 6891.656730 19.763000 0.123000 
OGLE I 6891.699400 19.782000 0.137000 
OGLE I 6895.498380 19.786000 0.089000 
OGLE I 6895.568110 19.640000 0.073000 
OGLE I 6895.612720 19.559000 0.068000 
OGLE I 6895.661690 19.475000 0.072000 
OGLE I 6896.551310 19.526000 0.093000 
OGLE I 6896.595820 19.668000 0.083000 
OGLE I 6896.639830 19.785000 0.118000 
OGLE I 6898.513920 19.597000 0.088000 
OGLE I 6898.611190 19.571000 0.109000 
OGLE I 6900.496260 19.398000 0.083000 
OGLE I 6907.557520 19.525000 0.092000 
OGLE I 6907.600850 19.604000 0.101000 
OGLE I 6907.644620 19.642000 0.133000 
OGLE I 6908.482250 19.645000 0.138000 
OGLE I 6908.513170 19.376000 0.103000 
OGLE I 6908.551130 19.542000 0.095000 
OGLE I 6908.603210 19.835000 0.155000 
OGLE I 6909.524570 19.381000 0.120000 
OGLE I 6909.581290 19.517000 0.119000 
OGLE I 6909.625330 19.411000 0.119000 
OGLE I 6910.579010 19.331000 0.124000 
OGLE I 6912.478970 19.558000 0.125000 
OGLE I 6912.495060 19.476000 0.090000 
OGLE I 6912.547940 19.668000 0.108000 
OGLE I 6912.598320 19.740000 0.121000 
OGLE I 6915.518090 19.498000 0.078000 
OGLE I 6915.561130 19.915000 0.130000 
OGLE I 6915.605320 19.671000 0.139000 
OGLE I 6916.531790 19.571000 0.087000 
OGLE I 6918.531710 20.090000 0.182000 
OGLE I 6918.575640 19.734000 0.127000 
OGLE I 6918.622120 19.472000 0.135000 
OGLE I 6919.559990 19.676000 0.096000 
OGLE I 6920.509430 19.452000 0.130000 
OGLE I 6922.496550 19.727000 0.135000 
OGLE I 6922.539880 19.865000 0.136000 
OGLE I 6922.585210 19.798000 0.131000 
OGLE I 6923.532360 19.756000 0.158000 
OGLE I 6923.582660 19.819000 0.180000 
OGLE I 6924.498820 19.581000 0.095000 
OGLE I 6924.542070 19.663000 0.117000 
OGLE I 6924.587930 19.380000 0.101000 
OGLE I 6925.508540 19.584000 0.136000 
OGLE I 6925.553400 19.989000 0.163000 
OGLE I 6925.599090 19.817000 0.153000 
OGLE I 6926.497790 19.541000 0.126000 
OGLE I 6926.548650 19.564000 0.096000 
OGLE I 6926.592310 19.805000 0.118000 
OGLE I 6927.524840 19.942000 0.217000 
OGLE I 6927.568670 19.377000 0.099000 
OGLE I 6927.612280 19.736000 0.152000 
OGLE I 6928.529190 19.443000 0.126000 
OGLE I 6928.574120 19.825000 0.167000 
OGLE I 6929.506410 19.750000 0.135000 
OGLE I 6929.562500 19.646000 0.130000 
OGLE I 6929.605630 19.918000 0.208000 
OGLE I 6930.528170 19.583000 0.154000 
OGLE I 6936.500230 19.538000 0.107000 
OGLE I 6936.546680 19.272000 0.118000 
OGLE I 6937.499970 19.541000 0.106000 
OGLE I 6937.544260 19.731000 0.149000 
OGLE I 6938.529080 19.323000 0.123000 
OGLE I 6940.533760 19.638000 0.152000 
OGLE I 6941.497630 19.591000 0.155000 
OGLE I 6942.503490 19.532000 0.111000 
OGLE I 6942.546960 19.313000 0.106000 
OGLE I 6943.502090 19.452000 0.128000 
OGLE I 6944.486700 19.605000 0.124000 
OGLE I 6947.500350 19.456000 0.126000 
OGLE I 6949.525020 19.425000 0.129000 
OGLE I 6950.535550 19.513000 0.147000 
OGLE I 6951.488800 20.150000 0.266000 
OGLE I 6953.494230 19.537000 0.153000 
OGLE I 6954.520500 19.542000 0.139000 
OGLE I 6955.510290 19.681000 0.132000 
OGLE I 6956.524260 19.503000 0.132000 
OGLE I 7059.873190 19.375000 0.119000 
OGLE I 7060.865910 19.476000 0.113000 
OGLE I 7060.882000 19.603000 0.103000 
OGLE I 7061.861890 20.079000 0.168000 
OGLE I 7061.877930 19.787000 0.101000 
OGLE I 7062.859820 19.597000 0.099000 
OGLE I 7063.875660 19.467000 0.102000 
OGLE I 7064.872420 19.485000 0.090000 
OGLE I 7065.864300 19.880000 0.139000 
OGLE I 7066.857170 19.565000 0.182000 
OGLE I 7069.841080 19.724000 0.112000 
OGLE I 7069.880330 19.770000 0.095000 
OGLE I 7070.891750 19.732000 0.091000 
OGLE I 7071.866190 19.851000 0.085000 
OGLE I 7072.836000 20.039000 0.137000 
OGLE I 7072.873870 19.719000 0.086000 
OGLE I 7074.849760 19.566000 0.123000 
OGLE I 7074.889900 19.639000 0.098000 
OGLE I 7075.828010 19.753000 0.129000 
OGLE I 7075.867150 19.667000 0.101000 
OGLE I 7077.827490 20.069000 0.188000 
OGLE I 7077.865090 19.485000 0.089000 
OGLE I 7078.816640 19.872000 0.140000 
OGLE I 7078.856050 19.719000 0.091000 
OGLE I 7078.893780 19.669000 0.073000 
OGLE I 7079.893070 19.755000 0.156000 
OGLE I 7080.839140 19.669000 0.091000 
OGLE I 7080.889370 19.563000 0.072000 
OGLE I 7081.890330 19.651000 0.122000 
OGLE I 7082.809020 19.423000 0.089000 
OGLE I 7082.857840 19.873000 0.083000 
OGLE I 7082.897320 19.428000 0.064000 
OGLE I 7083.835960 20.099000 0.183000 
OGLE I 7083.879960 19.389000 0.077000 
OGLE I 7084.801320 19.561000 0.108000 
OGLE I 7084.860250 19.810000 0.091000 
OGLE I 7085.800460 19.652000 0.095000 
OGLE I 7085.878420 19.801000 0.086000 
OGLE I 7086.803340 20.056000 0.156000 
OGLE I 7086.855140 19.736000 0.088000 
OGLE I 7086.899130 19.473000 0.062000 
OGLE I 7087.801790 19.702000 0.111000 
OGLE I 7087.866650 19.784000 0.107000 
OGLE I 7088.792120 19.629000 0.096000 
OGLE I 7088.837750 19.601000 0.081000 
OGLE I 7088.882310 19.621000 0.081000 
OGLE I 7089.788780 19.723000 0.109000 
OGLE I 7089.848100 19.735000 0.099000 
OGLE I 7089.891830 19.526000 0.075000 
OGLE I 7090.787540 19.615000 0.113000 
OGLE I 7090.847460 19.728000 0.086000 
OGLE I 7090.891610 19.836000 0.085000 
OGLE I 7091.845460 19.828000 0.111000 
OGLE I 7091.890100 19.540000 0.081000 
OGLE I 7092.782110 19.506000 0.078000 
OGLE I 7092.875960 19.590000 0.075000 
OGLE I 7097.765730 19.494000 0.066000 
OGLE I 7097.828410 19.587000 0.056000 
OGLE I 7097.872370 19.533000 0.051000 
OGLE I 7098.777430 19.863000 0.102000 
OGLE I 7098.822240 19.578000 0.067000 
OGLE I 7098.876090 19.538000 0.054000 
OGLE I 7099.769110 19.517000 0.069000 
OGLE I 7099.817840 19.632000 0.085000 
OGLE I 7099.865790 19.604000 0.076000 
OGLE I 7100.794630 19.669000 0.080000 
OGLE I 7100.840430 19.602000 0.065000 
OGLE I 7100.885450 19.684000 0.075000 
OGLE I 7101.783530 19.703000 0.153000 
OGLE I 7101.867590 19.747000 0.126000 
OGLE I 7102.877120 19.730000 0.115000 
OGLE I 7108.805780 19.638000 0.111000 
OGLE I 7108.852740 19.971000 0.139000 
OGLE I 7109.741090 19.704000 0.089000 
OGLE I 7109.856790 19.867000 0.098000 
OGLE I 7109.906760 19.605000 0.067000 
OGLE I 7110.766100 19.638000 0.064000 
OGLE I 7110.811230 19.601000 0.051000 
OGLE I 7111.741180 19.787000 0.100000 
OGLE I 7111.787020 19.672000 0.076000 
OGLE I 7111.843210 19.668000 0.066000 
OGLE I 7111.898620 19.609000 0.060000 
OGLE I 7112.735310 19.381000 0.108000 
OGLE I 7112.794680 19.518000 0.088000 
OGLE I 7112.858030 19.675000 0.076000 
OGLE I 7112.905630 19.579000 0.069000 
OGLE I 7113.734690 19.881000 0.101000 
OGLE I 7113.781420 19.548000 0.058000 
OGLE I 7113.825530 19.634000 0.067000 
OGLE I 7113.880940 19.679000 0.061000 
OGLE I 7114.738280 19.869000 0.170000 
OGLE I 7114.792010 19.578000 0.074000 
OGLE I 7114.847910 19.557000 0.065000 
OGLE I 7114.893900 19.631000 0.064000 
OGLE I 7115.716930 19.826000 0.125000 
OGLE I 7115.763250 19.782000 0.111000 
OGLE I 7115.806570 19.588000 0.082000 
OGLE I 7115.888290 19.610000 0.064000 
OGLE I 7116.717340 19.558000 0.113000 
OGLE I 7116.769480 19.489000 0.089000 
OGLE I 7116.813650 19.779000 0.112000 
OGLE I 7116.876620 19.637000 0.079000 
OGLE I 7116.921660 19.774000 0.116000 
OGLE I 7117.751620 19.689000 0.088000 
OGLE I 7117.796580 19.796000 0.079000 
OGLE I 7117.841410 19.700000 0.074000 
OGLE I 7117.898310 19.563000 0.059000 
